id,name,dob,pob
0781029,Jean Seberg,1938-11-13,"Marshalltown, Iowa, USA"
0781183,Harry Secombe,1921-09-08,"Swansea, Wales, UK"
0781238,Amy Sedaris,1961-03-29,"Endicott, New York, USA"
0781842,Peter Segal,,
0783629,Edgar Selwyn,1875-10-20,"Cincinnati, Ohio, USA"
0785435,Raymond Serra,1931-11-03,"New York, New York, USA"
0786022,Roshan Seth,1942-08-17,"New Delhi, British India (now India)"
0786639,Brendan Sexton III,1980-02-21,"Staten Island, New York, USA"
0786806,Cara Seymour,,
0788009,Garry Shandling,1949-11-29,"Chicago, Illinois, USA"
0788202,Adam Shankman,,
0788940,Jim Sharman,1945-03-12,"Sydney, New South Wales, Australia"
0789716,Fiona Shaw,1958-07-10,"County Cork, Ireland"
0790454,Norma Shearer,1902-08-10,"Montreal, Quebec, Canada"
0792156,Dave Sheridan,,
0792202,Kirsten Sheridan,1976-07-14,"Dublin, Ireland"
0792514,Lowell Sherman,1885-10-11,"San Francisco, California, USA"
0795864,Herman Shumlin,1898-12-06,"Atwood, Colorado, USA"
0796117,M. Night Shyamalan,1970-08-06,"Pondicherry, Tamil-Nadu province, India"
0797531,Simone Signoret,1921-03-25,"Wiesbaden, Germany"
0798779,Ron Silver,1946-07-02,"New York, New York, USA"
0799033,Elliot Silverstein,1927-08-03,"Boston, Massachusetts, USA"
0800328,Paul Simon,1941-10-13,"Newark, New Jersey, USA"
0801231,Taylor Simpson,,
0801672,Madge Sinclair,1938-04-28,"Kingston, Jamaica"
0802032,Ritchie Singer,,
0802831,Tony Sirico,1942-07-29,"Brooklyn, New York, USA"
0802862,Douglas Sirk,1897-04-26,"Hamburg, Germany"
0803785,Lilia Skala,1896-11-28,"Vienna, Austria"
0804375,Alison Skipworth,1863-07-25,"London, England, UK"
0805317,Jeremy Slate,1926-02-17,
0806041,Everett Sloane,1909-10-01,"New York, New York, USA"
0807580,C. Aubrey Smith,1863-07-21,"London, England, UK"
0808559,Jacob Smith,1990-01-21,"Monrovia, California, USA"
0809514,Patricia Smith,1930-02-20,"New Haven, Connecticut, USA"
0811202,Carrie Snodgress,1946-10-27,"Park Ridge, Illinois, USA"
0812453,Vladimir Sokoloff,1889-12-26,"Moscow, Russia"
0814085,Stephen Sommers,1962-03-20,"Indianpolis, Indiana, USA"
0814216,Gale Sondergaard,1899-02-15,"Litchfield, Minnesota, USA"
0815433,Ann Sothern,1909-01-22,"Valley City, North Dakota, USA"
0816007,Nicholas Soussanin,1889-01-16,"Yalta, Ukraine, Russian Empire [now independent Ukraine]"
0817983,John Spencer,1946-12-20,"New York, New York, USA"
0819850,Cole Sprouse,1992-08-04,"Arezzo, Italy"
0819851,Dylan Sprouse,1992-08-04,"Arezzo, Italy"
0820105,Ronald Squire,1886-03-25,"Tiverton, Devon, England, UK"
0820643,Howard St. John,1905-10-09,"Chicago, Illinois, USA"
0820821,John St. Polis,1873-11-24,"New Orleans, Louisiana, USA"
0821041,Robert Stack,1919-01-13,"Los Angeles, California, USA"
0822034,Lionel Stander,1908-01-11,"The Bronx, New York, USA"
0822972,Maureen Stapleton,1925-06-21,"Troy, New York, USA"
0823563,Mike Starr,1950-07-29,"Queens, New York, USA"
0827137,Robert Stephens,1931-07-14,"Bristol, Somerset, England, UK"
0827170,Toby Stephens,1969-04-21,"Middlesex Hospital, London, England, UK"
0827274,Kelci Stephenson,,
0827577,Robert Sterling,1917-11-13,"New Castle, Pennsylvania, USA"
0827663,Daniel Stern,1957-08-28,"Bethesda, Maryland, USA"
0827973,Frances Sternhagen,1930-01-13,"Washington, District of Columbia, USA"
0828419,George Stevens,1904-12-18,"Oakland, California, USA"
0829038,Robert Stevenson,1905-03-31,"Buxton, Derbyshire, England, UK"
0829537,Jon Stewart,1962-11-28,"New York, New York, USA"
0831872,Fred Stone,1873-08-19,"Longmont, Colorado, USA"
0832011,Lewis Stone,1879-11-15,"Worcester, Massachusetts, USA"
0833152,Beatrice Straight,1914-08-02,"Old Westbury, New York, USA"
0833519,Marcia Strassman,1948-04-28,"New York, New York, USA"
0833865,Robert Strauss,1913-11-08,"New York, New York, USA"
0835021,Michael Strong,1924-08-17,"Chicago, Illinois, USA"
0837959,Barry Sullivan,1912-08-29,"New York, New York, USA"
0840133,Kristine Sutherland,1955-04-17,"Boise, Idaho, USA"
0842421,Inga Swenson,1932-12-29,"Omaha, Nebraska, USA"
0842770,Tilda Swinton,1960-11-05,"London, England, UK"
0843059,Eric Sykes,1923-05-04,"Oldham, Lancashire, England, UK"
0846987,Miiko Taka,1932-07-24,"Seattle, Washington, USA"
0848414,Lee Tamahori,1950-01-01,"Wellington, New Zealand"
0848560,Russ Tamblyn,1934-12-30,"Los Angeles, California, USA"
0848667,Akim Tamiroff,1899-10-29,"Tiflis, Georgia, Russian Empire. [now Tbilisi, Georgia]"
0851537,Norman Taurog,1899-02-23,"Chicago, Illinois, USA"
0851582,Audrey Tautou,1976-08-09,"Beaumont, Puy-de-Dome, France"
0852118,Chip Taylor,,
0852279,Don Taylor,1920-12-13,"Freeport, Pennsylvania, USA"
0852347,Estelle Taylor,1894-05-20,"Wilmington, Delaware, USA"
0852965,Noah Taylor,1969-09-04,"London, England, UK"
0853130,Sam Taylor,1895-08-13,"New York, New York, USA"
0855035,Andy Tennant,,"Chicago, Illinois, USA"
0855039,David Tennant,1971-04-18,"Bathgate, West Lothian, Scotland, UK"
0855564,Lee Tergesen,1965-07-08,"Ivoryton, Connecticut, USA"
0856062,Phillip Terry,1909-03-07,"San Francisco, California, USA"
0858525,Betty Thomas,1948-07-27,"St. Louis, Missouri, USA"
0858977,Jameson Thomas,1888-03-24,"London, England, UK"
0864869,George Tobias,1901-07-14,"New York, New York, USA"
0865286,Sonia Todd,1959-01-01,"Adelaide, Australia"
0866835,David Tomlinson,1917-05-07,"Henley-on-Thames, Oxfordshire, England, UK"
0867144,Franchot Tone,1905-02-27,"Niagara Falls, New York, USA"
0872456,Claire Trevor,1910-03-08,"New York, New York, USA"
0873148,Dorothy Tristan,1942-01-01,"Yorkville, New York, USA"
0873779,Gary Trousdale,,"La Crescenta, California, USA"
0875861,Forrest Tucker,1919-02-12,"Plainfield, Indiana, USA"
0876138,Alan Tudyk,1971-03-16,"El Paso, Texas, USA"
0876645,Tamara Tunie,1959-03-14,"McKeesport, Pennsylvania, USA"
0880855,Miyoshi Umeki,1929-04-03,"Otaru, Hokkaido, Japan"
0881038,Ron Underwood,1953-11-06,"Glendale, California, USA"
0881631,Karl Urban,1972-06-07,"Wellington, New Zealand"
0882853,Brenda Vaccaro,1939-11-18,"Brooklyn, New York, USA"
0886888,Jo Van Fleet,1914-12-30,"Oakland, California, USA"
0889511,Victor Varconi,1891-03-31,"Kisvarda, Austria-Hungary (now Kisvarda, Szambolcs-Szatmar, Hungary)"
0889522,Nia Vardalos,1962-09-24,"Winnipeg, Manitoba, Canada"
0889846,Jacob Vargas,,"Michoacan, Mexico"
0891349,Michael Vavitch,1885-01-01,"Odessa, Ukraine, Russian Empire. [now independent Ukraine]"
0891998,Conrad Veidt,1893-01-22,"Potsdam, Germany"
0896542,King Vidor,1894-02-08,"Galveston, Texas, USA"
0897808,Jose Luis de Villalonga,1920-01-09,"Madrid, Spain"
0898634,Frank Vincent,1939-08-04,"Jersey City, New Jersey, USA"
0898782,Virginia Vincent,1924-01-01,
0899681,Goran Visnjic,1972-09-09,"Sibenik, Yugoslavia (now Sibenik, Republic of Croatia)"
0903049,Josef von Sternberg,1894-05-29,"Vienna, Austria-Hungary (now Austria)"
0903677,Arnold Vosloo,1962-06-16,"Pretoria, South Africa"
0905152,Andy Wachowski,1967-12-29,"Chicago, Illinois, USA"
0905993,Lindsay Wagner,1949-06-22,"Los Angeles, California, USA"
0907942,Kerry Walker,1948-02-29,"Sydney, New South Wales, Australia"
0908094,Paul Walker,1973-09-12,"Glendale, California, USA"
0908861,Shani Wallis,1933-04-14,"Tottenham, London, England"
0908914,Dee Wallace-Stone,1949-12-14,"Kansas City, Missouri, USA"
0912001,Jack Warden,1920-09-18,"Newark, New Jersey, USA"
0912478,H.B. Warner,1875-10-26,"London, England, UK"
0912966,Michael Warren,1946-03-05,"South Bend, Indiana, USA"
0913488,Kerry Washington,1977-01-31,"Bronx, New York, USA"
0914612,Emma Watson,1990-04-15,"Oxford, England, UK"
0914778,Lucile Watson,1879-05-27,"Quebec, Canada"
0915208,Naomi Watts,1968-09-28,"Shoreham, Kent, England, UK"
0915536,David Wayne,1914-01-30,"Traverse City, Michigan, USA"
0915868,Jason Weaver,1979-07-18,"Chicago, Illinois, USA"
0915989,Hugo Weaving,1960-04-04,Nigeria
0916067,Clifton Webb,1889-11-11,"Indianapolis, Indiana, USA"
0917188,Chris Wedge,,
0918334,Scott Weinger,1975-10-05,"New York, New York, USA"
0919798,Frank Welker,1945-02-16,"Denver, Colorado, USA"
0919991,Tom Welling,1977-04-26,"New York, New York, USA"
0920074,William A. Wellman,1896-02-29,"Brookline, Massachusetts, USA"
0921202,Fritz Wepper,1941-08-17,"Munich, Germany"
0922165,Judi West,,
0922346,Simon West,,
0922671,Floyd 'Red Crow' Westerman,1935-01-01,"South Dakota, USA"
0922967,Jack Weston,1924-08-21,"Cleveland, Ohio, USA"
0923210,Patricia Wettig,1951-12-04,"Cincinnati, Ohio, USA"
0924009,Alison Whelan,,
0925096,Lari White,1965-05-13,"Dunedin, Florida, USA"
0925369,Richard White,1953-08-04,"Oak Ridge, Tennessee, USA"
0925418,Ruth White,1914-01-01,"Perth Amboy, New Jersey, USA"
0925943,Mitchell Whitfield,1969-09-08,"Brooklyn, New York, USA"
0926599,Dame May Whitty,1865-06-19,"Liverpool, England, UK"
0926636,Richard Whorf,1906-06-04,"Winthrop, Massachusetts, USA"
0926897,Mary Wickes,1916-06-13,"St. Louis, Missouri, USA"
0928425,Cornel Wilde,1915-10-13,"New York, New York, USA"
0929489,Tom Wilkinson,1948-12-12,"Leeds, West Yorkshire, England, UK"
0930524,Elaine Williams,,
0930732,Harcourt Williams,1880-03-30,"Croyden, Surrey, England, UK"
0930990,Joseph Williams,1960-09-01,
0931321,Michael C. Williams,1973-07-25,"The Bronx, New York, USA"
0931404,Olivia Williams,1968-01-01,"Camden Town, North London, England, UK"
0932112,Mykelti Williamson,1960-03-04,"Saint Louis, Missouri, USA"
0934179,Stuart Wilson,1946-12-25,"Guildford, England, UK"
0934362,Penelope Wilton,1946-06-03,"Scarborough, North Yorkshire, England, UK"
0935345,Kitty Winn,1944-02-21,"Washington, District of Columbia, USA"
0936404,Robert Wise,1914-09-10,"Winchester, Indiana, USA"
0936476,Joseph Wiseman,1918-05-15,"Montreal, Quebec, Canada"
0936730,Jane Withers,1926-04-12,"Atlanta, Georgia, USA"
0938372,Donald Wolfit,1902-04-20,"Newark-on-Trent, Nottinghamshire, England, UK"
0938464,Louis Wolheim,1880-03-28,"New York, New York, USA"
0939378,Victor Wong,1927-07-30,"San Francisco, California, USA"
0939931,Peggy Wood,1892-02-09,"Brooklyn, New York, USA"
0939992,Sam Wood,1883-07-10,"Philadelphia, Pennsylvania, USA"
0940579,Donald Woods,1906-12-02,"Brandon, Manitoba, Canada"
0940946,Joanne Woodward,1930-02-27,"Thomasville, Georgia, USA"
0941316,Jaimz Woolvett,1967-04-14,"Toronto, Ontario, Canada"
0942195,Amy Wright,1950-04-15,
0942220,Ben Wright,1915-05-05,"London, England, UK"
0942863,Teresa Wright,1918-10-27,"New York, New York, USA"
0943237,Robert Wuhl,1951-10-09,"Union Township, New Jersey, USA"
0943553,Jane Wyatt,1911-08-12,"Campgaw, New Jersey, USA"
0943758,William Wyler,1902-07-01,"Mulhouse, Haut-Rhin, Alsace, France"
0943837,Jane Wyman,1914-01-04,"St. Joseph, Missouri, USA"
0944087,Diana Wynyard,1906-01-16,"London, England, UK"
0948078,Ruocheng Ying,1929-01-01,"Beijing, China"
0948772,Susannah York,1941-01-09,"London, England, UK"
0949350,Burt Young,1940-04-30,"New York, New York, USA"
0949574,Gig Young,1913-11-04,"St. Cloud, Minnesota, USA"
0949835,Loretta Young,1913-01-06,"Salt Lake City, Utah, USA"
0950079,Stephen Young,1931-05-19,
0950867,Harris Yulin,1937-11-05,"Los Angeles, California, USA"
0950935,Rick Yune,1971-08-22,"Washington, District of Columbia, USA"
0955471,Ziyi Zhang,1979-02-09,"Beijing, China"
0958387,Jerry Zucker,1950-03-11,"Milwaukee, Wisconsin, USA"
0959034,Joel Zwick,1942-01-11,"Brooklyn, New York, USA"
1019674,Sala Baker,1976-09-22,"Wellington, New Zealand"
1024264,Julie Ann Emery,,"Crossville, Tennessee, USA"
1046097,Rachel McAdams,1976-10-07,"London, Ontario, Canada"
1060253,Andy Arness,1959-12-31,"Everett, Washington, USA"
1071252,Alexander Gould,1994-05-04,"California, USA"
1102875,Amber Rules,,
1102991,Gabrielle Witcher,,
1103162,Tim Story,1970-03-13,"Los Angeles, California, USA"
1113550,Abigail Breslin,1996-09-16,"New York, New York, USA"
1131138,Lori Galinski,,
1196732,Saunders Triplets,,
1329048,Velena Papovic,,
1342727,Skandar Keynes,1991-09-05,"London, England, UK"
1369391,Alima Ashton-Sheibu,,
0329481,Ginnifer Goodwin,1978-05-22,"Memphis, Tennessee, USA"
1315378,Kayvan Novak,1978-11-23,"London, England, UK"
1470128,Tanveer K. Atwal,,
1591496,Mike Colter,1976-08-26,"Columbia, South Carolina, USA"
1664542,Michael Irvin,1966-03-05,"Ft. Lauderdale, Florida, USA"
0002006,Thomas Haden Church,1960-06-17,"El Paso, Texas, USA"
0333410,Topher Grace,1978-07-12,"New York, New York, USA"
1249256,Larry The Cable Guy,1963-02-17,"Pawnee City, Nebraska, USA"
0893659,Gore Verbinski,1964-03-16,"Oak Ridge, Tennessee, USA"
0000205,Parker Posey,1968-11-08,"Baltimore, Maryland, USA"
0005405,Seann William Scott,1976-10-03,"Cottage Grove, Minnesota, USA"
0669681,Josh Peck,1986-11-10,"New York, New York, USA"
0757858,Carlos Saldanha,1968-07-20,"Rio de Janeiro, Rio de Janeiro, Brazil"
0843100,Wanda Sykes,1964-03-07,"Portsmouth, Virginia, USA"
0000638,William Shatner,1931-03-22,"Montreal, Quebec, Canada"
1151921,Jason Davis,,"Pine Bluff, Arkansas, USA"
2713985,Jake Johnson,1999-01-01,
2336223,Lorrie Bess Crumley,,
0001327,David Hasselhoff,1952-07-17,"Baltimore, Maryland, USA"
0160988,Art Chudabala,1970-09-10,"Hollywood, Los Angeles, California, USA"
1738584,Allie Mickelson,,
1893372,Bronwen Coleman,,
1316767,Dallas Roberts,1970-05-10,"Houston, Texas, USA"
0906756,Amr Waked,,
0942482,Jeffrey Wright,1965-12-07,"Washington, District of Columbia, USA"
0468003,Hubert Kounde,1970-12-30,
0404111,Danny Huston,1962-05-14,"Rome, Lazio, Italy"
1597084,Daniele Harford,,
0686502,Valerie Planche,,
1345143,David Trimble,,
0001082,Billy Crudup,1968-07-08,"Manhasset, New York, USA"
1157358,Michelle Monaghan,1976-03-23,"Winthrop, Iowa, USA"
0588087,Chris Miller,,
2144593,Jason Boyd,,
2178650,Richard Macklin,,
0946734,David Yates,1963-01-01,"St. Helens, Merseyside, England, UK"
0001303,Carla Gugino,1971-08-29,"Sarasota, Florida, USA"
0167850,Bill Cobbs,1935-06-16,"Cleveland, Ohio, USA"
0000657,David Strathairn,1949-01-26,"San Francisco, California, USA"
0175916,Paddy Considine,1974-09-05,"Burton-on-Trent, Staffordshire, England, UK"
0652663,Patton Oswalt,1969-01-27,"Portsmouth, Virginia, USA"
0000453,Ian Holm,1931-09-12,"Goodmayes, Essex, England, UK"
0738918,Lou Romano,1972-04-15,
0812307,Peter Sohn,,
0016141,Carlos Alazraqui,1962-07-20,"Sacramento, California, USA"
0101603,Lombardo Boyar,1973-12-01,"El Paso, Texas, USA"
0305261,Jeffrey Garcia,,"La Puente, California, USA"
1146844,Johnny A. Sanchez,,
0004306,George Miller,1945-03-03,"Chinchilla, Queensland, Australia"
0144657,Dan Castellaneta,1957-10-29,"Chicago, Illinois, USA"
0001413,Julie Kavner,1950-09-07,"Los Angeles, California, USA"
0004813,Nancy Cartwright,1957-10-25,"Kettering, Ohio, USA"
0810379,Yeardley Smith,1964-07-03,"Paris, France"
0790434,Harry Shearer,1943-12-23,"Los Angeles, California, USA"
0798899,David Silverman,1957-03-15,"New York, New York, USA"
1200692,Eva Green,1980-07-05,"Paris, France"
0586568,Mads Mikkelsen,1965-11-22,"Copenhagen, Denmark"
0132709,Martin Campbell,1940-10-24,"Hastings, New Zealand"
1535523,Jaden Smith,1998-07-08,"Los Angeles, California, USA"
0628601,Thandie Newton,1972-11-06,"London, England, UK"
0397788,Brian Howe,,
0439170,James Karen,1923-11-28,"Wilkes Barre, Pennsylvania, USA"
0610831,Gabriele Muccino,1967-05-20,"Rome, Italy"
0479471,Shia LaBeouf,1986-06-11,"Los Angeles, California, USA"
1083271,Megan Fox,1986-05-16,"Rockwood, Tennessee, USA"
0241049,Josh Duhamel,1972-11-14,"Minot, North Dakota, USA"
0879085,Tyrese Gibson,1978-12-30,"Watts Quarters, Los Angeles, California, USA"
1592225,Rachael Taylor,1984-07-11,"Launceston, Tasmania, Australia"
0124930,Gerard Butler,1969-11-13,"Glasgow, Scotland, UK"
0372176,Lena Headey,1973-10-03,Bermuda
0922035,Dominic West,1969-10-15,"Sheffield, Yorkshire, England, UK"
0920992,David Wenham,1965-09-21,"Marrickville, Sydney, New South Wales, Australia"
0716490,Vincent Regan,1965-05-16,"Swansea, Wales, UK"
0811583,Zack Snyder,1966-03-01,"Green Bay, Wisconsin, USA"
0065608,Walt Becker,1968-09-16,"Hollywood, California, USA"
0736622,Seth Rogen,1982-04-15,"Vancouver, British Columbia, Canada"
0001337,Katherine Heigl,1978-11-24,"Washington, District of Columbia, USA"
0005182,Leslie Mann,1972-03-26,"San Francisco, California, USA"
0781981,Jason Segel,1980-01-18,"Los Angeles, California, USA"
0031976,Judd Apatow,1967-12-06,"Syosset, New York, USA"
0564215,James McAvoy,1979-04-21,"Glasgow, Scotland, UK"
0000096,Gillian Anderson,1968-08-09,"Chicago, Illinois, USA"
0564402,Simon McBurney,1957-08-25,"Cambridge, Cambridgeshire, England, UK"
0531817,Kevin Macdonald,1967-10-28,"Glasgow, Scotland, UK"
0000545,Helen Mirren,1945-07-26,"Chiswick, London, England, UK"
0421105,Alex Jennings,1957-05-10,"Essex, England, UK"
0019885,Roger Allam,1953-10-26,"London, England, UK"
0843401,Sylvia Syms,1934-01-06,"London, England, UK"
0001241,Stephen Frears,1941-06-20,"Leicester, England, UK"
0200452,Paul Dano,1984-06-19,"Wilton, Connecticut, USA"
0000273,Alan Arkin,1934-03-26,"New York City, New York, USA"
0206760,Jonathan Dayton,1957-07-07,"Alameda County, California, USA"
1617685,Jennifer Hudson,1981-09-12,"Chicago, Illinois, USA"
0174374,Bill Condon,1955-10-22,"New York, New York, USA"
0001507,Cheech Marin,1946-07-13,"Los Angeles, California, USA"
0631490,Bill Nighy,1949-12-12,"Caterham, Surrey, England, UK"
0001173,Aaron Eckhart,1968-03-12,"Cupertino, California, USA"
0000323,Michael Caine,1933-03-14,"Rotherhithe, London, England, UK"
0350454,Maggie Gyllenhaal,1977-11-16,"Lower East Side, New York, New York, USA"
0000375,Robert Downey Jr.,1965-04-04,"New York, New York, USA"
0005024,Terrence Howard,1969-03-11,"Chicago, Illinois, USA"
0004753,Leslie Bibb,1974-11-17,"Bismarck, North Dakota, USA"
0935653,Ray Winstone,1957-02-19,"Hackney, London, England, UK"
0103797,Alice Braga,1983-04-15,"Sao Paulo, Brazil"
2253071,Charlie Tahan,,
0724757,Salli Richardson,1967-11-23,"Chicago, Illinois, USA"
2405238,Willow Smith,2000-10-31,"Los Angeles, California, USA"
1349376,Francis Lawrence,,
0000234,Charlize Theron,1975-08-07,"Benoni, Gauteng, South Africa"
0000867,Jason Bateman,1969-01-14,"Rye, New York, USA"
2052567,Jae Head,,
0550371,Eddie Marsan,1968-01-01,
0000916,Peter Berg,1964-03-11,"New York, New York, USA"
0123785,Ben Burtt,1948-07-12,"Jamesville, New York, USA"
2264184,Elissa Knight,,
0307531,Jeff Garlin,1962-06-05,"Chicago, Illinois, USA"
0929609,Fred Willard,1939-09-18,"Shaker Heights, Ohio, USA"
3050831,MacInTalk,,
0004056,Andrew Stanton,1965-12-03,"Boston, Massachusetts, USA"
1208167,Diane Kruger,1976-07-15,"Algermissen, Lower Saxony, Germany"
0005509,Jon Turteltaub,1963-08-08,"New York, New York, USA"
0189144,David Cross,1964-04-04,"Atlanta, Georgia, USA"
0724460,Cameron Richardson,1979-09-11,"Baton Rouge, Louisiana, USA"
0519043,Justin Long,1978-06-02,"Fairfield, Connecticut, USA"
0384722,Tim Hill,,
0574534,Ian McShane,1942-09-29,"Blackburn, Lancashire, England, UK"
0651706,Mark Osborne,,
0000993,Carol Burnett,1933-04-26,"San Antonio, Texas, USA"
0004715,Will Arnett,1970-05-04,"Toronto, Ontario, Canada"
0371755,Jimmy Hayward,,
0000326,Kim Cattrall,1956-08-21,"Liverpool, England, UK"
0004862,Kristin Davis,1965-02-23,"Boulder, Colorado, USA"
0633223,Cynthia Nixon,1966-04-09,"New York, New York, USA"
0636562,Chris Noth,1954-11-13,"Madison, Wisconsin, USA"
0455078,Michael Patrick King,1954-09-14,"Scranton, Pennsylvania, USA"
0680983,Ellen Page,1987-02-21,"Halifax, Nova Scotia, Canada"
0148418,Michael Cera,1988-06-07,"Brampton, Ontario, Canada"
0004950,Jennifer Garner,1972-04-17,"Houston, Texas, USA"
0005049,Allison Janney,1959-11-19,"Dayton, Ohio, USA"
0718646,Jason Reitman,1977-10-19,"Montreal, Quebec, Canada"
1602660,Ben Barnes,1981-08-20,"England, UK"
1670137,Georgie Henley,1995-07-09,"Ilkley, Yorkshire, England, UK"
0011470,Andrew Adamson,1966-12-01,"Auckland, New Zealand"
0760796,Hiroyuki Sanada,1960-10-12,"Tokyo, Japan"
0040939,Yvan Attal,1965-01-04,"Tel Aviv, Israel"
0711840,Brett Ratner,1969-03-28,"Miami Beach, Florida, USA"
1086543,Amanda Seyfried,1985-12-03,"Allentown, Pennsylvania, USA"
1893071,Nancy Baldwin,1956-01-07,"Central Square, New York, USA"
0000147,Colin Firth,1960-09-10,"Grayshott, Hampshire, England, UK"
1630273,Phyllida Lloyd,1957-06-17,
0000849,Javier Bardem,1969-03-01,"Las Palmas de Gran Canaria, Gran Canaria, Canary Islands, Spain"
0000982,Josh Brolin,1968-02-12,"Los Angeles, California, USA"
0000437,Woody Harrelson,1961-07-23,"Midland, Texas, USA"
0531808,Kelly Macdonald,1976-02-23,"Glasgow, Scotland, UK"
0001053,Ethan Coen,1957-09-21,"Minneapolis, Minnesota, USA"
2872491,Martin Stringer,,
2872058,Matthew Braden Stringer,,
2871845,Jacob Stringer,,
2872133,Joseph Mussey,,
0000759,Paul Thomas Anderson,1970-06-26,"Studio City, California, USA"
0182839,Marion Cotillard,1975-09-30,"Paris, France"
0856500,Sylvie Testud,1971-01-17,"Lyon, Rhone, France"
0339621,Pascal Greggory,1953-09-08,"Paris, France"
0782561,Emmanuelle Seigner,1966-06-22,"Paris, France"
0746162,Jean-Paul Rouve,1967-01-26,"Dunkerque, Nord, France"
0196860,Olivier Dahan,1967-06-26,"La Ciotat, Bouches-du-Rhone, France"
0001574,Michael O'Keefe,1955-04-24,"Mount Vernon, New York, USA"
2796342,Danielle Skraastad,,
0006904,Tony Gilroy,1956-09-11,"Manhattan, New York, USA"
2917590,Elarica Gallacher,1989-08-21,"London, England, UK"
2973712,Jordan Nagai,2000-02-03,"Los Angeles, California, USA"
0677037,Bob Peterson,1961-01,"Wooster, Ohio, USA"
0177896,Bradley Cooper,1975-01-05,"Philadelphia, Pennsylvania, USA"
1159180,Ed Helms,1974-01-24,"Atlanta, Georgia, USA"
0302108,Zach Galifianakis,1969-10-01,"Wilkesboro, North Carolina, USA"
1517976,Chris Pine,1980-08-26,"Los Angeles, California, USA"
0704270,Zachary Quinto,1977-06-02,"Pittsburgh, Pennsylvania, USA"
1148186,Eunice Cho,1991-12-15,"New Jersey, USA"
0228327,Karen Disher,,
1616586,Harrison Fahn,,
0281068,Maile Flanagan,1965-05-19,"Honolulu, Hawaii, USA"
1723600,Jason Fricchione,,
0829576,Kristen Stewart,1990-04-09,"Los Angeles, California, USA"
1500155,Robert Pattinson,1986-05-13,"London, England, UK"
0121605,Billy Burke,1966-11-25,"Bellingham, Washington, USA"
2230865,Ashley Greene,1987-02-21,"Jacksonville, Florida, USA"
1223023,Nikki Reed,1988-05-17,"West Los Angeles, California, USA"
0000630,Liev Schreiber,1967-10-04,"San Francisco, California, USA"
1443238,Will i Am,1975-03-15,"Los Angeles, California, U.S.A"
1211488,Lynn Collins,1979-06-01,"Texas, USA"
0010736,Amy Adams,1974-08-20,"Aviano, Italy"
1385871,Olga Kurylenko,1979-11-14,"Berdyansk, Ukraine"
0023832,Mathieu Amalric,1965-10-25,"Neuilly-sur-Seine, Hauts-de-Seine, France"
0005351,Ryan Reynolds,1976-10-23,"Vancouver, British Columbia, Canada"
0924508,Betty White,1922-01-17,"Oak Park, Illinois, USA"
0651159,John Ortiz,1968-05-23,"Brooklyn, New York, USA"
1542291,Christopher Carley,1978-05-31,"Suffern, New York, USA"
3057402,Bee Vang,1991-11-04,"Fresno, California, USA"
3115704,Ahney Her,,"Lansing, Michigan, USA"
0355083,Brian Haley,1963-02-12,"Seattle, Washington, USA"
1218757,Keir O'Donnell,1978-11-08,"Sydney, New South Wales, Australia"
1724323,Jayma Mays,1979-07-16,"Grundy, Virginia, USA"
2263115,Raini Rodriguez,1993-07-01,"Bryan, Texas, USA"
1192254,Maggie Grace,1983-09-21,"Columbus, Ohio, USA"
0650702,Leland Orser,1960-08-06,"San Francisco, California, USA"
0340973,Jon Gries,1957-06-17,"Glendale, California, USA"
0913175,David Warshofsky,1961-02-23,"San Francisco, California, USA"
0015382,Adewale Akinnuoye-Agbaje,1967-08-22,"Islington, London, England, UK"
0001172,Christopher Eccleston,1964-02-16,"Salford, Lancashire, England, UK"
0280081,Gregory Fitoussi,1976-08-13,"Paris, France"
0330687,Joseph Gordon-Levitt,1981-02-17,"Los Angeles, California, USA"
1795989,Leo Howard,1997-07-13,"Fallbrook, California, USA"
0386472,Emile Hirsch,1985-03-13,"Palms, California, USA"
0526019,Diego Luna,1979-12-29,"Mexico City, Distrito Federal, Mexico"
0354198,Jeanette Hain,1969-02-18,"Munich, Germany"
1269088,David Kross,1990-07-04,"Bargteheide, Schleswig Holstein, Germany"
0521443,Susanne Lothar,1960-11-15,"Hamburg, Germany"
0356017,Rebecca Hall,1982-05-19,"London, England, UK"
0424060,Scarlett Johansson,1984-11-22,"New York City, New York, USA"
0004851,Penelope Cruz,1974-04-28,"Madrid, Spain"
0919525,Christopher Evan Welch,,
2353862,Dev Patel,1990-04-23,"Harrow, London, England, UK"
0438463,Anil Kapoor,1959-12-24,"Chembur, Maharashtra, India"
0958861,Rajendranath Zutshi,,
2951768,Freida Pinto,1984-10-18,"Bombay, Maharashtra, India"
0795661,Saurabh Shukla,,
0230032,Pete Docter,1968-08-10,"Bloomington, Minnesota, USA"
0680846,Todd Phillips,1970-12-20,"Brooklyn, New York, USA"
1224299,Rob Letterman,,
0970447,Conrad Vernon,1968-07-11,"Lubbock, Texas, USA"
0862211,Mike Thurmeier,,
0362566,Catherine Hardwicke,1955-10-21,"Cameron, Texas, USA"
0569891,Tom McGrath,,
0004303,Gavin Hood,1963-05-12,South Africa
0281945,Anne Fletcher,1966-05-01,"Detroit, Michigan, USA"
0510912,Justin Lin,1973,"Taipei, Taiwan"
0139867,Steve Carr,,
0603628,Pierre Morel,,
